dateStamp,park_sv_id,play_guid,ab_total,ab_count,pitcher_id,batter_id,ab_id,des,type,id,sz_top,sz_bot,x,y,pitch_type,zone_location,pitch_con,stand,strikes,balls,p_throws,gid,pdes,spin,norm_ht,inning,pitcher_team,tstart,vystart,ftime,pfx_x,pfx_z,uncorrected_pfx_x,uncorrected_pfx_z,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,speed,px,pz,pxold,pzold,tm_spin,sb
2015/5/22,150522_195645pit,e57dfb07-b35b-4145-8a1f-c075de742918,4,4,592789,457705,24,Flyout,X,187,3.47,1.6,-4.45,8.47,FF,7,2,R,2,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,"In play, out(s)",207.58,0.71123,3,nyn,0.070663966,-140.3546817,0.284357295,-4.698720619,8.627986344,-4.45,8.47,-1.328680743,55,6.390097789,6.033049802,-143.8211275,-5.395549836,-9.684999992,32.83600119,-14.39499996,98.22,0.287491153,3.191939083,0.282,3.2,2010,12
2015/5/22,150522_200548pit,4e7cc8ed-d3f1-48a0-9e92-0871b76d53dc,4,1,592789,516782,28,Groundout,B,212,3.46,1.52,-8.16,3.88,CH,21,2,R,0,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,244.306,-2.2268,4,nyn,0.079271687,-125.1078842,0.319082959,-8.475399266,4.088643678,-8.16,3.88,-1.439233919,55,6.17319271,6.024213881,-128.2168969,-7.781137784,-13.87400012,26.2529991,-25.48600052,87.68,-0.13142575,0.329757461,-0.133,0.33,1690,0
2015/5/22,150522_200604pit,44286ccc-e72a-4f2a-adde-4bfde0d95d8a,4,2,592789,516782,28,Groundout,S,213,3.46,1.52,-8.9,4.94,CH,16,2,R,0,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,Foul,240.755,-0.508247,4,nyn,0.079743115,-124.3733516,0.320909902,-9.221524732,5.147716473,-8.9,4.94,-1.681299838,55,6.193581553,6.470834871,-127.4488549,-4.292661752,-14.92400031,25.81600073,-23.84800003,87.06,-0.278779441,1.995751744,-0.28,1.997,1894,10
2015/5/22,150522_200625pit,f9aabdf6-a13f-4f47-ad72-1b4a153d5ba2,4,3,592789,516782,28,Groundout,B,214,3.67,1.52,-6.37,7.16,FF,15,2,R,1,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,221.488,-0.461395,4,nyn,0.072855595,-136.2216297,0.292150764,-6.63748899,7.33498637,-6.37,7.16,-1.586032085,55,6.086321863,3.426873517,-139.3186362,-6.377801694,-12.96100002,28.44500044,-17.85599945,95.12,-1.253971248,2.092851384,-1.259,2.099,1969,11
2015/5/22,150522_200645pit,c51720e1-dc74-44b1-8cf6-6c4a00b9d9ed,4,4,592789,516782,28,Groundout,X,215,3.46,1.52,8.47,1.37,CU,18,2,R,1,2,R,gid_2015_05_22_nynmlb_pitmlb_1/,"In play, out(s)",99.5453,-0.425773,4,nyn,0.085849434,-115.4850041,0.346160282,8.086880296,1.620539765,8.47,1.37,-1.303022097,55,6.16152229,1.909283674,-118.4663927,-1.501708958,11.24799962,23.25000075,-29.92499969,80.79,0.86837326,2.081894361,0.872,2.077,1475,21
2015/5/22,150522_200725pit,01dc438a-6b56-422e-8c2c-380d6139bee9,6,1,592789,628356,29,Groundout,B,219,3.71,1.61,7.17,3.01,CU,14,2,R,0,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,113.165,-0.378095,4,nyn,0.084025099,-118.0221162,0.338343685,6.799901094,3.251588949,7.17,3.01,-1.319537842,55,6.216936072,3.398180521,-120.9797914,-2.15211729,9.900000046,23.56300047,-27.44500015,82.53,1.321835677,2.265998446,1.324,2.263,1372,0
2015/5/22,150522_200739pit,662ad864-ed54-46f4-8e96-3b7062d22eab,6,2,592789,628356,29,Groundout,S,220,3.51,1.61,7.72,-1.07,CU,11,2,R,0,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,Called Strike,82.4883,-0.233684,4,nyn,0.087875032,-112.8879332,0.353230584,7.319365939,-0.810768573,7.72,-1.07,-1.246470723,55,6.136270918,-0.270505029,-115.6072899,0.232194203,9.776999901,20.71200064,-33.2620015,78.82,-0.229908018,2.344467002,-0.225,2.338,1315,10
2015/5/22,150522_200752pit,fb306fd1-7365-4ce8-920b-6759aca1ff56,6,3,592789,628356,29,Groundout,S,221,3.55,1.61,-6.48,7.31,FF,15,2,R,1,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,Called Strike,221.364,-0.95567,4,nyn,0.072724983,-136.4926528,0.29132688,-6.742689221,7.486671744,-6.48,7.31,-1.407722505,55,6.084631974,3.928239028,-139.5166809,-7.599404681,-13.24099975,27.82199934,-17.47699974,95.3,-0.895729121,1.646472882,-0.901,1.653,2015,11
2015/5/22,150522_200808pit,900f643c-6f20-4d59-83ac-c698084c0fba,6,4,592789,628356,29,Groundout,S,222,3.55,1.61,6.87,2.38,CU,17,2,R,2,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,Foul,109.531,-0.518557,4,nyn,0.085987599,-115.4266763,0.344670231,6.486347112,2.628752814,6.87,2.38,-1.385092427,55,6.20575379,1.502078066,-118.0245636,-1.975594163,9.099999855,20.21600035,-28.49099968,80.49,0.344365846,2.081482677,0.348,2.077,1265,12
2015/5/22,150522_200827pit,0acfeeea-da42-4858-a103-c1a0b90fc1b8,6,5,592789,628356,29,Groundout,S,223,3.55,1.61,-8.12,6.01,FF,12,2,R,2,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,Foul,233.299,0.0536082,4,nyn,0.07077706,-140.1594332,0.28449555,-8.369769527,6.177651967,-8.12,6.01,-1.412896447,55,6.243417816,6.703723632,-143.5339567,-5.476536223,-17.23500018,31.91100005,-19.45800064,98.04,-0.109170815,2.624638772,-0.115,2.632,2123,12
2015/5/22,150522_200846pit,089f3fec-9e72-4dd9-9de7-20834830d060,6,6,592789,628356,29,Groundout,X,224,3.55,1.61,-6.32,2,CH,17,2,R,2,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,"In play, out(s)",252.057,-0.749485,4,nyn,0.079132857,-125.3555118,0.318139817,-6.630257366,2.209275626,-6.32,2,-1.340534902,55,6.115263396,5.623867684,-128.386231,-3.541115827,-10.91799979,25.63399962,-28.54100082,87.65,0.074053939,1.852696695,0.072,1.853,1244,12
2015/5/22,150522_200928pit,99231605-144c-45a1-a5cb-fd7fa868f562,3,1,592789,476883,30,Pop Out,B,228,3.66,1.65,-8.91,4.77,CH,20,2,L,0,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,241.592,-2.36816,4,nyn,0.078143334,-127.0169326,0.313183141,-9.214765307,4.975196087,-8.91,4.77,-1.55946478,55,6.10582246,5.335050111,-129.8655505,-8.465228466,-15.65799957,24.39200095,-23.72500084,88.81,-0.71292675,0.273046219,-0.715,0.275,1936,0
2015/5/22,150522_200948pit,7201ee5f-fa95-46c3-aedc-32db8cfb22c1,3,2,592789,476883,30,Pop Out,S,229,3.5,1.65,-4.11,9.67,FF,3,2,L,0,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,Foul,202.928,1.30162,4,nyn,0.070602134,-140.5595547,0.283221523,-4.362862948,9.830759908,-4.11,9.67,-1.386472267,55,6.273071262,6.58940142,-143.7850771,-4.151777478,-9.065000107,30.57199934,-11.75299976,98.18,0.490099034,3.77119258,0.485,3.779,2225,10
2015/5/22,150522_201011pit,23e7e307-078c-45af-8f22-22290c2daed4,3,3,592789,476883,30,Pop Out,X,230,3.5,1.65,-7.07,2.49,CH,10,2,L,1,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,"In play, out(s)",250.291,-0.323243,4,nyn,0.078694625,-126.1739624,0.314770764,-7.373382857,2.691227653,-7.07,2.49,-1.583593531,55,6.074342996,4.622915027,-128.8631011,-2.809360099,-12.4030004,22.86100081,-27.65200089,87.94,-0.744136542,2.274562357,-0.746,2.276,1431,11
2015/5/22,150522_201932pit,44aa31f1-c7c5-4a9a-ba0a-31fe56c9c570,2,1,592789,570256,34,Flyout,S,257,3.84,1.79,-4.96,8.78,FF,15,2,L,0,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Foul Tip,209.317,-0.896585,5,nyn,0.07193784,-137.9258037,0.288847308,-5.217718353,8.94816411,-4.96,8.78,-1.314626842,55,6.324011191,2.593589439,-141.1626273,-8.352421879,-10.42299991,30.11200026,-14.30400036,96.43,-1.105330353,1.890172025,-1.111,1.896,2092,0
2015/5/22,150522_201950pit,d43ba6ca-f064-4bfb-aac5-a5cca912311e,2,2,592789,570256,34,Flyout,X,258,3.84,1.79,9.87,-0.05,CU,17,2,L,1,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,"In play, out(s)",90.0042,-0.830244,5,nyn,0.086441064,-114.6765151,0.348843396,9.476620302,0.201521235,9.87,-0.05,-1.232483821,55,6.218086511,-0.757744046,-117.6912619,-1.266870645,12.97899957,23.35100058,-31.90300034,80.25,-0.112232968,1.968752485,-0.108,1.964,1680,1
2015/5/22,150522_202028pit,c0657b03-4951-468f-8ceb-9a0dedeca467,5,1,592789,455755,35,Single,S,262,3.53,1.62,-4.26,9.23,FF,6,2,R,0,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Called Strike,204.661,0.41466,5,nyn,0.071064866,-139.520028,0.286444739,-4.516392758,9.393151178,-4.26,9.23,-1.375450727,55,6.247299645,3.935886325,-143.0944729,-5.792397985,-9.174000313,33.67299918,-13.09900043,97.68,-0.537239983,2.963765929,-0.543,2.971,2117,0
2015/5/22,150522_202043pit,5154e58b-764d-4f13-8762-3fc784ed718f,5,2,592789,455755,35,Single,B,263,3.57,1.62,9.05,-0.52,CU,23,2,R,1,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,87.0701,-2.16513,5,nyn,0.086106645,-115.1821137,0.346513578,8.661729537,-0.264399158,9.05,-0.52,-1.183577046,55,6.239248831,1.262638408,-118.0294002,-4.368755193,12.02300019,22.13399962,-32.54600189,80.53,0.773560565,0.48953821,0.777,0.484,1558,1
2015/5/22,150522_202100pit,8c958a25-1983-4a02-b9a9-8273b20e12c6,5,3,592789,455755,35,Single,S,264,3.44,1.62,7.82,-2.64,CU,18,2,R,1,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,Called Strike,71.6986,-0.756044,5,nyn,0.085615011,-115.8368943,0.344641456,7.435248577,-2.386007737,7.82,-2.64,-1.180897505,55,6.214693301,0.864834672,-118.7202849,-0.849720354,10.43300004,22.54399947,-35.52700089,80.95,0.392578839,1.846700895,0.395,1.842,1423,11
2015/5/22,150522_202114pit,1a4e37b6-3b09-440c-90a7-1d7a4e52934d,5,4,592789,455755,35,Single,B,265,3.49,1.62,-4.96,8.27,FF,10,2,R,2,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,210.816,0.296257,5,nyn,0.071946771,-137.9202855,0.28875318,-5.22282298,8.441562745,-4.96,8.27,-1.200445919,55,6.328222393,-0.251714387,-141.122164,-5.807696657,-10.44000011,29.78200034,-15.30499981,96.3,-2.119849992,2.825240391,-2.125,2.832,2003,12
2015/5/22,150522_202132pit,f21b1a0e-5152-422c-839b-da31d639455e,5,5,592789,455755,35,Single,X,266,3.63,1.62,8.31,-3.52,CU,21,2,R,2,2,R,gid_2015_05_22_nynmlb_pitmlb_1/,"In play, no out",67.3542,-0.99005,5,nyn,0.086102653,-115.2188837,0.345989982,7.920909819,-3.263030187,8.31,-3.52,-1.179553614,55,6.188661948,-0.997207227,-117.9727562,-0.879592786,11.02800031,21.40600089,-36.72200058,80.44,-0.410671915,1.634813556,-0.407,1.63,1552,22
2015/5/22,150522_202211pit,456e2743-9a10-4265-bc6d-4cbb9d01fba0,6,1,592789,543037,36,Strikeout,S,270,3.39,1.54,-4.3,11.19,FF,12,2,R,0,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Foul Bunt,200.937,0.295135,5,nyn,0.072972297,-135.9286163,0.293486218,-4.573206871,11.36247373,-4.3,11.19,-1.468529826,55,6.326595164,5.833006649,-139.2444208,-6.878542165,-8.84899955,30.41400031,-10.1930003,95.14,0.162472141,2.732252243,0.158,2.738,2443,0
2015/5/22,150522_202247pit,1a6bc8b5-2d1f-4987-9bcf-de7851abe3b9,6,2,592789,543037,36,Strikeout,S,271,3.39,1.54,-3.45,8.98,FF,13,2,R,1,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Foul Bunt,200.895,0.0162162,5,nyn,0.073539689,-134.8349881,0.29629888,-3.723126605,9.153476756,-3.45,8.98,-1.4645837,55,6.265564137,6.037657978,-138.2587575,-6.328499288,-7.067999889,31.16700056,-14.80199955,94.46,0.404645762,2.47440845,0.401,2.48,1938,1
2015/5/22,150522_202318pit,cca71cae-79ab-4865-9b0b-105e27f07713,6,3,592789,543037,36,Strikeout,B,272,3.15,1.35,-3.11,9.86,FF,3,2,R,2,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,197.403,2.41889,5,nyn,0.072213193,-137.3046998,0.291035485,-3.373497482,10.02596545,-3.11,9.86,-1.324064051,55,6.403661663,5.869678047,-140.812466,-2.489059424,-6.638000061,32.51899985,-12.45099972,96.11,0.489230715,4.420158705,0.484,4.427,2119,2
2015/5/22,150522_202341pit,e1a7129e-1142-4671-83c9-8e1be92b8473,6,4,592789,543037,36,Strikeout,S,273,3.39,1.54,-4.56,9.01,FF,8,2,R,2,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,Foul,206.712,0.541622,5,nyn,0.072478617,-136.8484548,0.291569701,-4.826352041,9.184452735,-4.56,9.01,-1.356985481,55,6.259053302,7.430775969,-140.2047772,-5.417552266,-9.46200042,30.99599913,-14.17299984,95.8,0.857816168,2.959860436,0.853,2.966,2072,12
2015/5/22,150522_202407pit,d331bc1b-44cf-4d8d-83fc-39df77ab1eca,6,5,592789,543037,36,Strikeout,B,274,3.39,1.31,7.65,0.6,CU,14,2,R,2,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,94.863,-0.0567308,5,nyn,0.085402064,-116.2133761,0.342396856,7.27259377,0.843392957,7.65,0.6,-1.165416651,55,6.224133164,2.183416449,-118.8430427,-1.077811657,10.33900018,20.60400084,-30.98,81.05,1.002891774,2.295465127,1.007,2.291,1342,12
2015/5/22,150522_202433pit,c2547d12-0d21-4016-bcf0-55353a357efa,6,6,592789,543037,36,Strikeout,S,275,3.39,1.54,-1.33,10.17,FF,7,2,R,2,2,R,gid_2015_05_22_nynmlb_pitmlb_1/,Swinging Strike,187.355,0.556757,5,nyn,0.070911952,-139.8399061,0.285618557,-1.582449314,10.33706967,-1.33,10.17,-1.007177069,55,6.494910084,3.117214087,-143.3654747,-6.828698495,-3.23300009,33.28200034,-11.05999992,97.88,-0.034466835,2.973363653,-0.04,2.98,2145,22
2015/5/22,150522_202512pit,7ae30141-a4a6-475f-9c59-0211cc1bb3e5,3,1,592789,543281,37,Single,B,279,3.65,1.54,-6.57,8.01,FF,10,2,R,0,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,219.21,0.00473934,5,nyn,0.071907877,-137.9196406,0.289442994,-6.834715175,8.183361129,-6.57,8.01,-1.212405969,55,6.262297571,1.519914481,-141.3472224,-6.089327003,-13.59699969,31.90700034,-15.89900063,96.47,-1.679979457,2.593601755,-1.685,2.6,2139,0
2015/5/22,150522_202534pit,723dce67-b813-41be-b5e1-482cf33eab57,3,2,592789,543281,37,Single,S,280,3.58,1.58,-3.35,10.76,FF,0,2,R,0,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,Foul,197.194,0.697,5,nyn,0.071228398,-139.2328817,0.286734962,-3.607514713,10.92909779,-3.35,10.76,-1.146296463,55,6.320976428,2.155269582,-142.7004042,-5.792358278,-7.312999775,32.58700064,-10.02399967,97.39,-0.864119358,3.269113381,-0.869,3.277,2349,10
2015/5/22,150522_202601pit,84c0adbb-bdd8-4f60-a8a0-5f1b7759a92d,3,3,592789,543281,37,Single,X,281,3.58,1.58,6.75,-2.15,CU,17,2,R,1,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,"In play, no out",72.723,-0.788,5,nyn,0.086662341,-114.4857492,0.348060033,6.36524219,-1.897870886,6.75,-2.15,-1.163760138,55,6.190111104,0.950942425,-117.1891495,-0.891963134,8.757000397,20.87699965,-34.79000137,79.91,0.288890368,1.797176897,0.293,1.792,1213,11
2015/5/22,150522_202707pit,363a41ef-d6a7-440e-baac-0c7a128c3d8e,5,1,592789,435522,38,Pop Out,B,286,3.52,1.7,-6.9,8.67,FF,20,2,L,0,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball In Dirt,218.353,-2.22967,5,nyn,0.071320142,-139.0956851,0.286639534,-7.152057117,8.838025994,-6.9,8.67,-1.366021797,55,6.255182727,3.122269879,-142.4340185,-11.64378698,-14.50799995,31.32799986,-14.25099991,97.46,-1.259852909,0.575239219,-1.266,0.581,2312,0
2015/5/22,150522_202733pit,52582f47-4233-48e4-8fa8-2c489508970c,5,2,592789,435522,38,Pop Out,B,287,3.6,1.7,-9.19,3.76,CH,21,2,L,0,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,247.54,-2.49789,5,nyn,0.077828774,-127.491364,0.312431327,-9.495629808,3.956853634,-9.19,3.76,-1.515034984,55,6.198641969,5.875695867,-130.467421,-8.366005794,-16.21299987,25.5900009,-25.42300079,89.23,-0.485994787,0.275464376,-0.488,0.277,1902,10
2015/5/22,150522_202812pit,e3616a22-a3b1-4d9c-897e-8284ce356e31,5,3,592789,435522,38,Pop Out,S,292,3.64,1.7,-6.34,8.09,FF,13,2,L,0,2,R,gid_2015_05_22_nynmlb_pitmlb_1/,Called Strike,217.925,-0.16701,5,nyn,0.071079986,-139.5781563,0.285537043,-6.590835614,8.254565471,-6.34,8.09,-1.275421135,55,6.254658463,6.91025902,-142.8905235,-6.58238927,-13.4730001,31.18800047,-15.30499981,97.64,0.397820465,2.501706868,0.393,2.508,2154,20
2015/5/22,150522_202836pit,21ef781c-c125-4e90-914a-b3cbb3274db1,5,4,592789,435522,38,Pop Out,S,293,3.66,1.7,-5.02,9.13,FF,18,2,L,1,2,R,gid_2015_05_22_nynmlb_pitmlb_1/,Foul,208.69,-0.672449,5,nyn,0.071177248,-139.3696606,0.286123295,-5.275970913,9.29103343,-5.02,9.13,-1.245992685,55,6.307346606,6.273739584,-142.7303832,-8.335531782,-10.74099975,31.60200003,-13.2640004,97.58,0.389021032,2.014409864,0.384,2.021,2178,21
2015/5/22,150522_202917pit,105ef483-a06b-487c-8160-a93a51fb5067,5,5,592789,435522,38,Pop Out,X,294,3.66,1.7,10.03,-0.21,CU,13,2,L,2,2,R,gid_2015_05_22_nynmlb_pitmlb_1/,"In play, out(s)",89.09,-0.437755,5,nyn,0.085773571,-115.5500559,0.346456623,9.645546925,0.0388901,10.03,-0.21,-1.077524147,55,6.185595033,0.603139906,-118.6444076,-0.657306163,13.39300008,24.15600089,-32.12500046,80.9,0.716747533,2.256397478,0.721,2.251,1718,22
2015/5/22,150522_203846pit,3d7088d6-ddfd-4dbd-889c-8dccc265cf32,1,1,592789,457705,42,Double,X,325,3.47,1.6,-6,8.45,FF,12,2,R,0,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,"In play, no out",215.237,0.00427807,6,nyn,0.072173002,-137.4209376,0.290419821,-6.262011677,8.617730348,-6,8.45,-1.283775262,55,6.292676403,6.273135588,-140.8123009,-6.424899205,-12.37400012,31.45299986,-15.15000008,96.2,0.233210954,2.532661323,0.228,2.539,2132,0
2015/5/22,150522_203947pit,72cd1ed9-7de2-44a5-bc07-4dc45a0d1445,4,1,592789,516782,43,Groundout,S,329,3.46,1.52,8.66,-1.86,CU,17,2,R,0,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Foul,78.23,-0.358763,6,nyn,0.08630298,-114.8447114,0.348537713,8.26758623,-1.601330016,8.66,-1.86,-1.472463569,55,6.188162156,0.285921862,-117.909744,-0.257987537,11.34299989,23.77999953,-34.37599991,80.39,-0.043221629,2.147239024,-0.039,2.142,1505,0
2015/5/22,150522_204018pit,49560d7a-49b5-4920-bb8e-7b6c95efebee,4,2,592789,516782,43,Groundout,B,330,3.46,1.52,-5.02,10.49,FF,15,2,R,1,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,205.463,-0.465979,6,nyn,0.071995686,-137.6954237,0.29043357,-5.282269473,10.65665129,-5.02,10.49,-1.268508877,55,6.28748708,0.227916005,-141.2854548,-8.48270494,-10.43699985,33.38500098,-11.12299965,96.5,-2.004293018,2.030855724,-2.01,2.038,2385,1
2015/5/22,150522_204042pit,14fea764-f1b5-471b-b598-e5f540684a47,4,3,592789,516782,43,Groundout,B,331,3.65,1.52,-9.09,4.1,CH,21,2,R,1,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,245.473,-1.42347,6,nyn,0.077963337,-127.1148353,0.315055364,-9.397925798,4.306489002,-9.09,4.1,-1.354544526,55,6.093462008,5.542999291,-130.5513743,-6.265341147,-15.78000026,29.51599959,-24.94800041,89.19,-0.431774721,1.067707656,-0.434,1.069,1880,11
2015/5/22,150522_204130pit,f4f8b3ff-985b-4981-9f7f-96d4fb68b744,4,4,592789,516782,43,Groundout,X,332,3.46,1.52,-7.72,9.4,FF,6,2,R,1,2,R,gid_2015_05_22_nynmlb_pitmlb_1/,"In play, out(s)",219.251,0.751546,6,nyn,0.071187528,-139.2890934,0.286833793,-7.97182045,9.565296361,-7.72,9.4,-1.327068833,55,6.381890721,5.918650949,-142.829204,-5.546998806,-16.14899974,33.29099921,-12.80199955,97.54,-0.248210243,3.211497998,-0.254,3.219,2528,21
2015/5/22,150522_204208pit,e54ae5cc-8084-4ce6-8402-fdc5fabeee26,5,1,592789,628356,44,Single,S,337,3.55,1.61,9.16,2.71,CU,13,2,R,0,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Swinging Strike,106.811,-0.0835052,6,nyn,0.086582843,-114.5046465,0.349152659,8.763448531,2.963817541,9.16,2.71,-1.098323464,55,6.220093606,0.89789323,-117.4671191,-1.038760965,11.98100037,22.90700034,-28.12699936,80.1,0.702755148,2.503389492,0.707,2.499,1628,0
2015/5/22,150522_204226pit,42702a54-f5bd-4ac6-9ab4-1d22f5c5497f,5,2,592789,628356,44,Single,B,338,3.82,1.81,-4.58,8.9,FF,20,2,R,1,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,207.101,-2.26368,6,nyn,0.071610804,-138.4294652,0.288949015,-4.840671939,9.068683472,-4.58,8.9,-1.23556859,55,6.23089768,2.874551615,-142.056703,-11.60246446,-9.66299968,33.91300085,-14.07599972,97.2,-0.854810872,0.534307055,-0.86,0.54,2064,1
2015/5/22,150522_204250pit,6093d814-435b-4439-82f9-14abf863fc66,5,3,592789,628356,44,Single,S,339,3.55,1.61,6.51,1.44,CU,7,2,R,1,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,Foul,102.898,0.469072,6,nyn,0.085965729,-115.3718503,0.345931501,6.121767388,1.685173785,6.51,1.44,-1.153729565,55,6.175160191,1.154961832,-118.2210381,0.464751352,8.52600045,22.18500021,-29.83199928,80.61,0.353371658,3.039301471,0.357,3.035,1149,11
2015/5/22,150522_204313pit,cf7892d4-523b-48d1-9b42-41cc2102645d,5,4,592789,628356,44,Single,S,340,3.55,1.61,-6.42,8.96,FF,15,2,R,2,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,Foul,215.476,-0.58866,6,nyn,0.071456229,-138.8256279,0.287243683,-6.67579788,9.128293209,-6.42,8.96,-1.099755316,55,6.3616109,3.290099864,-142.1729402,-8.356897339,-13.48500018,31.35299948,-13.74000023,97.13,-0.850141238,2.002477602,-0.856,2.009,2295,12
2015/5/22,150522_204337pit,a271fabc-6d1f-4038-9d0c-54f2117e2e40,5,5,592789,628356,44,Single,X,341,3.55,1.61,-3.1,9.17,FF,18,2,R,2,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,"In play, run(s)",198.588,-0.684536,6,nyn,0.070519096,-140.6931225,0.283232115,-3.352411903,9.327069007,-3.1,9.17,-1.036745241,55,6.399938018,5.106737455,-144.0175501,-9.071871724,-6.965000202,31.54999998,-12.8010001,98.45,0.421840044,1.908073443,0.417,1.916,2047,12
2015/5/22,150522_204539pit,7b67f950-3c94-40d9-b263-5a939d6a5ddc,3,1,592789,476883,45,Sac Fly,B,352,3.5,1.65,-4.04,8.22,FF,5,2,L,0,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,206.041,0.645405,6,nyn,0.071845018,-137.9239872,0.290513513,-4.302783894,8.387314673,-4.04,8.22,-1.093741654,55,6.393318973,-1.577851989,-141.7005865,-5.00854252,-8.49699979,35.20099905,-15.61599968,96.68,-2.393702516,3.165371882,-2.4,3.172,1874,0
2015/5/22,150522_204604pit,bd3bf6aa-565e-43c6-89c0-2359963959ae,3,2,592789,476883,45,Sac Fly,S,353,3.6,1.65,-5.53,7.9,FF,10,2,L,0,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,Called Strike,214.822,0.108718,6,nyn,0.071702643,-138.2437417,0.289415103,-5.790070153,8.073229937,-5.53,7.9,-1.264875252,55,6.218964183,3.421711455,-141.8913743,-5.619713916,-11.52100043,34.06099966,-16.11500023,96.85,-0.813792086,2.723965621,-0.819,2.731,1985,10
2015/5/22,150522_204631pit,27a76ebd-b6e2-4bd9-9c58-cad3a96323da,3,3,592789,476883,45,Sac Fly,X,357,3.5,1.65,-6.51,9.53,FF,7,2,L,1,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,"In play, run(s)",214.212,0.287568,6,nyn,0.071628367,-138.4569934,0.288327349,-6.767164768,9.693600512,-6.51,9.53,-1.201960156,55,6.308799157,6.089971608,-141.9004545,-6.270108681,-13.56699996,32.17999915,-12.74500034,96.93,0.14542428,2.834094199,0.14,2.841,2389,11
2015/5/22,150522_204726pit,209e77ba-44f8-4ee8-bafd-5a7808a5b2cf,4,1,592789,570256,46,Groundout,S,363,3.81,1.79,7.81,-1.58,CU,7,2,L,0,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Called Strike,78.8998,0.186139,6,nyn,0.084566454,-117.3663955,0.338974289,7.438167612,-1.340236299,7.81,-1.58,-1.168864747,55,6.192554723,-0.13315446,-120.0080446,1.058892598,10.78899998,20.90199927,-34.12300156,81.83,-0.062626923,2.990574405,-0.06,2.988,1405,0
2015/5/22,150522_204743pit,c2a179fc-857b-46b6-8740-cf7d365607b2,4,2,592789,570256,46,Groundout,B,364,3.84,1.79,-7.74,9.55,FF,13,2,L,1,0,R,gid_2015_05_22_nynmlb_pitmlb_1/,Ball,218.905,-0.538537,6,nyn,0.070971912,-139.814621,0.284841902,-7.993411071,9.711848812,-7.74,9.55,-1.104990236,55,6.339143982,8.041043527,-143.0608201,-8.055984074,-16.41999965,30.609,-12.2289996,97.85,0.783731447,2.255835568,0.779,2.263,2585,1
2015/5/22,150522_204804pit,7aecddb0-5a26-4300-9176-b50c9b18eb72,4,3,592789,570256,46,Groundout,S,365,3.84,1.79,8.35,-2.77,CU,22,2,L,1,1,R,gid_2015_05_22_nynmlb_pitmlb_1/,Foul,71.9571,-1.42732,6,nyn,0.087508572,-113.3710376,0.351585088,7.95369561,-2.512787582,8.35,-2.77,-1.200411108,55,6.142242631,0.2632573,-116.070936,-1.340960513,10.7240004,20.64900092,-35.5670018,79.14,0.174014992,1.358190609,0.178,1.352,1491,11
